	N1_1	N2_1	N3_1	N4_1	N5_1	N7_1	N9_1	N11_1	N13_1	N14_1	N15_1	W1_1	W3_1	W5_1	W6_1	W7_1	W10_1	W11_1	W12_1	W14_1
550926	0	0	0	4	0	1	9	14	10	18	7	0	0	0	0	0	0	0	0	0
New.ReferenceOTU52628	0	0	0	2	0	0	4	2	1	0	4	0	0	0	23	13	7	6	1	0
147940	3	5	1	5	1	2	2	0	6	1	4	1	7	1	3	2	0	12	2	4
New.ReferenceOTU38424	0	0	1	0	0	1	1	2	9	6	7	0	0	3	2	0	8	2	8	12
124653	0	10	5	2	0	3	2	1	1	2	3	4	3	3	9	0	7	4	2	1
New.ReferenceOTU54488	0	0	0	3	0	8	6	16	2	12	6	0	0	3	0	3	0	1	2	0
New.ReferenceOTU38020	6	0	31	0	14	0	0	0	0	1	0	0	0	1	1	4	1	2	1	0
New.ReferenceOTU38936	14	2	15	0	19	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2
New.ReferenceOTU33099	0	0	0	3	0	2	9	14	7	20	5	0	0	0	1	1	0	0	0	0
New.ReferenceOTU42566	2	2	7	3	13	0	0	0	2	0	1	1	0	1	3	1	5	7	9	5
New.ReferenceOTU13853	0	0	0	8	0	4	13	13	8	9	3	0	0	0	1	1	0	1	1	0
New.ReferenceOTU32416	0	0	3	1	2	0	1	0	0	0	1	0	0	1	0	23	0	4	0	26
New.ReferenceOTU49451	0	0	0	2	0	0	1	2	3	0	4	17	10	0	1	7	2	8	1	4
232138	0	0	0	2	0	3	8	17	12	4	7	0	0	0	2	0	2	0	3	1
589983	0	0	1	2	1	0	0	0	0	5	5	0	2	2	3	10	1	1	14	14
584580	8	22	3	2	0	2	1	0	1	1	3	10	1	1	1	1	2	1	1	0
New.ReferenceOTU50887	0	0	0	16	0	5	4	1	1	6	1	1	0	0	1	6	4	2	7	6
255034	20	0	18	1	7	1	1	0	0	0	0	0	0	1	1	6	0	0	1	4
New.ReferenceOTU51920	0	0	0	25	0	7	3	5	0	1	3	0	0	0	0	16	0	1	0	0
684965	0	0	0	5	0	1	0	4	8	11	8	3	5	2	1	1	7	1	4	0
New.ReferenceOTU15274	0	0	0	22	0	5	8	3	0	17	3	0	0	0	0	1	0	0	0	2
New.ReferenceOTU6251	0	0	0	0	0	1	0	0	4	1	3	0	0	39	1	0	1	3	7	1
1135190	0	1	1	0	0	5	6	4	12	0	1	2	5	5	5	0	1	2	7	3
New.ReferenceOTU14774	10	0	9	2	21	2	1	0	0	1	0	0	0	0	6	3	0	0	2	3
302909	11	5	3	5	1	2	1	0	6	5	3	8	4	1	0	0	0	0	4	1
1094923	0	0	0	4	0	8	9	12	6	10	10	1	0	0	0	0	0	0	0	0
4369970	2	0	0	4	0	16	6	4	7	1	3	1	6	2	3	0	1	0	2	2
4441044	0	0	1	1	0	0	0	0	2	1	0	0	0	2	0	0	2	0	4	47
New.ReferenceOTU37070	0	0	0	1	3	1	0	1	1	0	0	0	0	29	1	1	0	11	9	2
New.ReferenceOTU57784	0	0	0	0	0	0	0	0	3	0	1	0	3	1	5	12	29	5	1	0
4447105	5	1	2	2	1	0	1	0	6	1	1	2	5	0	1	1	2	2	2	24
138056	1	0	1	1	2	1	0	1	1	2	5	0	0	3	17	12	0	4	3	5
New.ReferenceOTU38118	0	1	0	1	0	0	1	0	0	0	1	0	9	3	2	1	26	7	0	7
385807	17	9	15	0	8	2	0	0	1	1	0	0	1	0	3	0	0	0	1	1
New.ReferenceOTU41562	0	0	0	4	0	4	10	4	5	8	6	3	6	3	0	0	1	1	1	3
New.ReferenceOTU2432	0	0	0	2	0	11	4	4	6	1	4	2	4	0	2	3	8	6	2	0
New.ReferenceOTU30742	1	0	1	0	3	1	0	3	7	4	3	2	2	6	2	1	6	4	7	6
New.ReferenceOTU1901	0	1	0	1	0	10	3	2	2	1	10	1	12	9	1	1	4	0	0	1
355046	0	0	0	16	0	11	6	9	7	1	8	0	0	0	0	0	0	0	0	0
252268	1	2	0	3	0	0	1	3	1	4	1	0	0	0	4	4	0	0	19	15
152386	0	0	0	12	1	9	6	8	7	8	1	0	0	0	2	1	0	0	1	2
New.ReferenceOTU4026	0	0	0	0	0	1	8	4	10	1	11	0	0	0	2	0	0	2	15	4
New.ReferenceOTU22231	3	3	13	0	5	0	0	0	2	4	3	0	0	0	9	0	1	2	6	7
238205	18	1	13	2	14	0	0	0	0	0	1	0	0	2	1	6	0	0	0	0
New.ReferenceOTU28129	1	0	0	2	3	1	0	0	3	0	3	1	0	4	5	3	8	8	13	3
New.ReferenceOTU42806	14	0	20	1	16	0	0	0	0	0	0	0	0	0	3	3	0	0	1	0
537033	16	10	13	0	3	0	1	0	0	1	0	0	4	4	3	2	0	0	1	0
4343661	4	9	0	1	1	5	3	1	6	0	2	8	1	0	1	2	1	0	1	12
New.ReferenceOTU46523	0	0	0	3	0	16	8	5	1	4	7	1	2	1	0	2	4	1	3	0
New.ReferenceOTU50253	0	4	9	3	5	3	2	2	4	3	8	1	0	0	5	0	5	2	2	0
New.ReferenceOTU13665	8	0	20	1	13	1	0	1	1	1	0	1	0	1	6	2	0	0	1	1
New.ReferenceOTU28089	0	0	0	0	0	1	4	14	1	34	3	0	0	1	0	0	0	0	0	0
New.ReferenceOTU56547	0	0	0	2	3	3	1	2	1	4	3	0	0	11	0	8	0	6	1	13
551717	3	0	1	3	5	1	1	3	6	1	5	1	0	1	0	1	1	1	19	4
1108275	2	4	0	1	3	2	0	1	5	1	3	5	1	1	4	0	3	6	3	12
343557	0	13	1	1	2	5	1	0	3	1	1	0	5	1	2	0	14	7	0	0
New.ReferenceOTU5484	0	0	1	0	15	1	1	0	1	0	0	0	1	3	4	5	5	3	5	12
New.ReferenceOTU8233	6	0	10	0	13	0	1	0	2	1	1	0	1	0	10	4	4	1	0	3
New.ReferenceOTU37862	0	0	0	1	0	0	5	8	2	7	7	0	3	6	0	7	1	1	7	2
New.ReferenceOTU30361	7	1	11	1	11	1	0	0	0	1	0	0	0	0	19	1	0	2	2	0
New.ReferenceOTU35096	0	0	0	0	0	1	1	0	0	0	0	0	0	0	13	4	32	4	2	0
New.ReferenceOTU40627	0	0	0	8	0	0	5	3	0	2	0	0	0	0	2	26	0	1	6	4
366977	2	2	0	1	1	4	2	3	11	1	6	3	5	2	4	0	1	1	3	4
1145162	2	4	0	4	0	10	2	6	4	1	7	4	0	1	3	0	4	1	2	1
New.ReferenceOTU51754	0	0	3	0	2	0	0	3	2	7	9	0	0	0	3	0	2	0	9	16
3989538	0	4	1	2	0	3	4	1	3	3	2	0	12	6	0	4	3	3	2	3
New.ReferenceOTU42101	1	0	3	0	0	0	1	1	1	9	4	0	0	4	2	0	2	0	12	16
New.ReferenceOTU36039	2	0	1	2	5	10	1	1	1	1	3	0	2	0	2	5	4	3	4	9
New.ReferenceOTU7708	0	0	0	9	1	14	2	4	2	5	4	1	1	3	1	2	1	2	2	2
New.ReferenceOTU16972	0	1	0	1	1	0	3	1	2	0	10	0	2	1	9	1	7	4	9	4
New.ReferenceOTU32658	0	0	1	4	0	8	9	5	2	3	6	2	1	1	6	1	1	1	5	0
New.ReferenceOTU42360	0	0	1	0	2	5	6	2	0	1	1	6	2	6	3	3	2	6	4	6
New.ReferenceOTU28348	0	1	1	1	0	7	0	1	3	0	7	1	3	7	3	0	7	7	4	3
New.ReferenceOTU34947	0	0	0	0	0	1	6	6	6	0	3	3	15	11	0	2	1	2	0	0
240664	2	0	1	0	2	0	2	0	0	1	4	2	2	8	0	2	3	8	10	8
New.ReferenceOTU49941	0	0	3	0	0	0	2	0	6	6	6	0	1	0	3	1	1	4	9	13
4390723	4	0	5	0	1	0	0	1	1	5	3	0	0	0	1	7	0	1	3	23
735466	5	0	15	3	2	1	0	1	0	2	0	0	2	2	0	2	0	0	1	19
New.ReferenceOTU35541	0	0	0	3	0	5	10	12	7	3	10	0	0	0	0	4	0	0	0	1
New.ReferenceOTU7481	0	1	0	0	1	1	1	1	0	1	0	0	0	0	22	12	0	1	14	0
759271	5	1	5	5	5	0	2	0	2	1	0	2	0	2	16	6	2	0	1	0
New.ReferenceOTU25820	0	1	7	0	3	0	0	1	1	0	1	1	1	0	14	19	2	2	0	2
New.ReferenceOTU42403	0	0	0	5	0	4	9	11	4	9	8	1	0	0	0	3	0	1	0	0
New.ReferenceOTU48359	0	0	0	1	0	4	3	0	5	0	2	2	21	7	2	1	2	3	2	0
580992	1	0	1	4	1	13	7	10	2	4	3	0	1	1	0	3	0	0	0	4
360440	2	2	14	4	2	6	4	3	4	5	0	0	0	0	2	4	0	0	0	2
4480952	1	0	1	0	0	1	4	0	7	0	1	12	13	6	3	0	2	0	1	2
New.ReferenceOTU27909	4	0	14	0	12	1	0	1	1	0	2	1	0	2	3	5	1	2	2	3
635323	0	0	6	16	1	5	0	3	1	6	3	0	0	1	0	2	2	1	4	3
New.ReferenceOTU42451	2	0	7	1	3	0	1	1	2	2	11	1	0	2	4	0	6	3	4	4
New.ReferenceOTU36373	0	2	3	4	0	4	1	6	2	14	8	3	5	0	0	1	0	1	0	0
New.ReferenceOTU8464	4	25	5	1	4	1	0	0	0	0	1	0	0	4	5	0	0	2	2	0
New.ReferenceOTU49543	0	0	0	0	0	2	1	0	6	0	0	2	0	9	2	0	8	2	13	9
556657	3	2	1	2	1	4	3	1	2	0	1	16	6	0	4	0	5	0	1	1
New.ReferenceOTU28204	5	0	10	1	7	0	1	0	0	2	0	0	0	0	2	14	0	1	1	9
178657	6	7	8	6	4	2	1	2	2	4	0	0	3	6	0	0	0	1	0	1
New.ReferenceOTU16561	0	0	0	0	0	1	1	3	2	5	7	1	5	5	0	12	0	4	2	5
New.ReferenceOTU15987	16	8	19	0	5	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0
New.ReferenceOTU31385	1	0	1	0	3	1	1	1	6	0	8	3	7	3	8	0	0	3	5	2
New.ReferenceOTU45996	0	0	0	9	0	4	3	3	2	2	2	8	7	1	6	4	1	0	0	1
New.ReferenceOTU37631	0	2	7	2	1	0	4	2	2	1	6	2	1	4	4	0	8	2	2	3
1127976	0	0	4	0	0	1	0	0	1	0	1	0	6	9	0	8	0	12	0	11
New.ReferenceOTU2851	0	0	0	5	0	12	6	2	2	3	4	5	3	1	5	1	3	1	0	0
New.ReferenceOTU18926	9	0	3	0	36	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0
New.ReferenceOTU45936	1	1	2	0	1	3	0	0	1	0	0	1	4	15	2	5	1	13	0	3
2194872	0	1	0	1	1	11	7	6	4	5	2	2	1	2	2	0	1	2	3	1
312041	0	0	0	0	0	0	2	0	2	4	0	0	0	0	4	39	0	0	0	1
205245	4	7	3	0	3	1	0	0	5	1	0	1	0	0	8	0	3	9	4	3
New.ReferenceOTU46066	0	0	0	7	0	1	1	8	2	10	3	1	2	2	8	1	0	1	5	0
New.ReferenceOTU39341	0	0	0	1	0	4	1	1	0	1	2	11	9	2	0	0	13	5	2	0
2440548	0	0	1	0	7	1	0	5	3	2	4	2	1	3	9	1	3	1	9	0
New.ReferenceOTU13801	7	2	2	1	9	1	3	0	1	2	5	1	2	0	7	5	0	1	2	1
New.ReferenceOTU9742	0	0	0	2	0	10	8	19	7	2	2	0	0	0	0	0	0	1	1	0
New.ReferenceOTU9274	0	0	0	2	0	6	5	2	3	3	5	7	4	4	0	0	3	3	5	0
4416105	2	0	14	2	5	1	0	0	0	1	1	0	0	3	0	7	0	0	2	14
New.ReferenceOTU58344	1	0	1	0	0	1	1	3	0	0	2	8	6	3	11	3	6	4	2	0
New.ReferenceOTU15221	0	2	1	1	1	2	1	0	2	0	6	1	6	1	5	0	12	2	8	1
New.ReferenceOTU41238	0	0	0	6	0	19	6	3	4	1	5	0	1	1	1	0	5	0	0	0
New.ReferenceOTU36457	4	0	7	10	15	0	1	0	0	0	1	0	0	0	0	10	0	0	1	2
1640195	2	3	5	9	5	1	3	3	5	1	3	0	0	2	0	1	0	1	4	3
New.ReferenceOTU19104	12	6	11	1	9	1	0	0	2	1	0	0	1	0	2	3	0	1	1	0
346974	11	9	12	1	2	0	0	1	3	0	1	1	1	1	3	0	1	0	4	0
New.ReferenceOTU40140	0	0	0	4	0	12	2	5	0	5	5	3	1	4	2	1	2	1	2	2
150491	0	17	1	0	3	2	0	1	2	0	4	2	1	1	2	0	6	5	3	1
4416592	0	0	10	2	1	1	1	5	1	7	0	0	0	1	0	2	0	1	0	19
New.ReferenceOTU37314	1	0	0	3	1	6	5	1	2	5	11	3	2	6	1	0	1	0	3	0
212126	2	1	0	0	0	0	2	0	0	0	0	0	1	4	0	3	0	0	8	30
New.ReferenceOTU40996	0	0	0	2	0	1	0	2	4	1	3	12	8	2	0	2	3	9	0	2
New.ReferenceOTU42224	2	0	7	2	3	0	1	1	0	0	1	0	0	6	5	4	3	3	8	5
New.ReferenceOTU14690	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	18	6	0	3
New.ReferenceOTU474	0	0	0	2	0	1	7	3	5	0	5	5	10	1	0	0	4	2	2	3
291421	1	4	0	6	1	2	3	1	13	0	1	3	4	2	0	0	2	1	3	3
New.ReferenceOTU16956	2	0	2	2	24	0	0	1	1	0	0	0	0	0	5	8	0	1	3	1
617099	1	0	0	0	1	9	2	3	4	0	3	0	1	6	1	0	3	5	7	4
276678	5	8	1	0	2	1	1	0	2	0	3	3	8	0	8	3	2	2	0	1
New.ReferenceOTU1372	0	0	0	6	1	0	7	4	2	7	3	7	1	0	1	4	0	2	0	5
New.ReferenceOTU42329	0	0	0	4	0	1	5	6	8	3	5	0	9	2	0	0	5	0	2	0
New.ReferenceOTU27763	0	0	0	2	0	2	5	4	2	7	1	0	0	1	0	7	0	3	3	13
New.ReferenceOTU12295	2	0	16	0	13	0	0	1	0	0	3	0	0	0	7	0	2	2	2	2
4318314	14	12	12	2	5	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0
New.ReferenceOTU13111	0	0	2	6	0	14	3	1	4	1	5	0	5	2	0	2	1	3	1	0
New.ReferenceOTU53301	0	0	0	0	1	2	8	6	1	1	2	0	10	15	0	2	0	1	0	1
New.ReferenceOTU27734	0	0	0	2	0	10	2	8	7	13	5	0	0	1	0	2	0	0	0	0
New.ReferenceOTU57227	0	0	0	2	0	15	6	2	2	1	5	1	4	1	2	1	4	3	1	0
4453998	3	20	10	1	3	3	0	0	0	0	1	3	0	0	4	0	1	0	0	0
New.ReferenceOTU49656	2	1	5	6	0	2	1	2	2	1	3	4	3	5	2	1	1	4	2	2
144875	0	18	2	0	3	0	0	0	4	0	2	1	1	2	7	1	3	0	1	4
4391893	2	0	2	13	0	1	0	2	10	3	2	3	6	3	0	0	0	0	0	2
4305160	14	12	0	0	0	0	0	2	3	0	0	5	2	1	7	3	0	0	0	0
New.ReferenceOTU55236	0	2	2	1	3	0	0	0	2	1	5	0	1	3	4	1	4	4	5	11
4300152	0	0	1	9	7	2	0	1	1	1	3	1	1	9	0	6	1	2	0	4
4343746	0	0	0	3	0	0	1	1	1	12	4	3	2	0	0	0	0	0	10	12
New.ReferenceOTU17268	0	0	0	5	0	0	0	4	3	3	1	15	10	1	0	0	4	3	0	0
New.ReferenceOTU16710	1	2	8	5	2	4	1	0	2	0	5	1	1	1	4	0	4	2	5	1
New.ReferenceOTU56686	0	0	0	3	1	2	1	1	3	2	2	6	3	1	2	16	0	1	1	4
New.ReferenceOTU26197	0	0	0	9	0	8	4	3	11	5	2	4	0	1	0	0	0	0	2	0
New.ReferenceOTU41037	1	2	2	0	0	1	1	1	4	0	4	2	8	7	4	3	3	4	1	1
143746	1	0	0	4	0	1	1	1	3	3	1	1	0	0	4	2	0	0	7	20
New.ReferenceOTU25494	0	0	3	3	1	2	5	1	1	1	0	6	4	2	10	1	7	1	1	0
New.ReferenceOTU29197	0	0	0	0	0	2	9	6	1	6	4	17	1	1	0	2	0	0	0	0
New.ReferenceOTU35876	0	0	0	3	0	3	3	1	4	0	8	3	8	2	2	1	6	2	2	1
2792167	0	0	1	6	0	7	2	3	5	2	5	6	4	0	0	1	1	3	1	1
New.ReferenceOTU7399	0	0	0	4	3	9	3	6	4	2	9	0	0	0	2	0	1	1	2	2
4326874	5	10	2	2	0	0	1	0	3	0	1	1	3	2	8	0	2	2	1	5
New.ReferenceOTU35286	9	0	5	1	13	1	2	1	2	0	2	3	2	0	2	1	0	4	0	0
New.ReferenceOTU14454	0	3	10	4	9	4	1	4	0	2	0	0	1	1	2	1	2	3	1	0
New.ReferenceOTU30829	0	0	0	14	0	1	1	4	10	12	6	0	0	0	0	0	0	0	0	0
New.ReferenceOTU2235	0	0	0	3	0	8	2	8	1	6	4	12	1	0	0	3	0	0	0	0
New.ReferenceOTU58738	3	0	7	1	9	1	0	0	0	0	0	0	0	1	4	15	1	2	0	4
New.ReferenceOTU39935	2	1	3	0	25	1	0	0	0	0	0	0	0	1	3	8	0	0	0	4
New.ReferenceOTU58318	0	0	4	0	4	5	3	1	5	0	2	0	3	8	1	1	3	4	1	3
New.ReferenceOTU19803	2	0	14	1	26	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0
4356131	1	0	3	4	0	0	0	1	3	2	1	0	3	0	5	8	9	2	1	4
4380971	10	0	0	2	8	1	0	0	1	0	1	0	1	2	4	6	0	1	2	8
New.ReferenceOTU2431	0	0	0	38	0	1	2	2	1	0	0	1	0	0	1	0	1	0	0	0
849642	0	0	0	3	0	3	3	1	2	2	2	2	3	4	3	2	8	3	3	3
4363537	0	0	0	0	0	5	4	6	6	2	6	2	2	2	5	0	2	1	3	1
144203	1	1	0	1	0	3	3	9	6	1	3	0	1	3	3	0	2	1	7	2
219064	11	4	0	0	0	2	0	3	1	0	1	2	3	5	1	9	1	0	1	3
254002	1	0	0	1	0	2	0	2	1	1	3	20	7	6	0	1	0	1	0	1
New.ReferenceOTU2178	0	0	0	1	0	0	0	0	1	0	1	0	0	12	11	4	2	9	1	5
New.ReferenceOTU9810	0	0	1	1	4	2	1	2	1	0	2	0	13	5	1	2	3	4	1	4
New.ReferenceOTU5817	0	0	4	1	5	0	1	2	3	1	3	3	3	3	6	1	5	3	3	0
New.ReferenceOTU45202	0	0	0	0	0	3	3	2	1	2	4	7	15	1	1	0	5	3	0	0
New.ReferenceOTU4534	0	0	1	0	0	0	1	2	3	0	3	0	20	14	0	1	0	2	0	0
New.ReferenceOTU57903	0	0	0	0	1	2	9	5	3	4	6	10	3	2	0	1	1	0	0	0
New.ReferenceOTU38810	0	0	0	0	0	5	3	1	0	1	1	0	11	8	1	1	1	6	4	4
New.ReferenceOTU12288	0	0	1	1	0	3	6	3	1	7	3	0	2	3	0	9	0	1	3	4
11431	1	0	1	4	0	2	3	6	1	3	2	0	0	1	0	7	0	0	0	15
New.ReferenceOTU41986	0	0	0	0	0	2	0	1	2	2	2	8	3	1	5	0	11	3	6	0
4376072	4	5	8	2	3	3	1	0	6	3	0	1	3	0	2	1	0	1	1	2
7046	1	0	1	3	0	8	1	0	1	1	6	3	8	0	3	0	6	2	2	0
554820	4	0	0	12	0	2	2	1	6	3	3	0	8	0	0	0	0	1	1	3
New.ReferenceOTU51944	0	0	0	1	0	17	8	3	0	2	3	0	5	2	2	0	1	0	1	1
180825	2	0	4	16	1	1	0	0	10	1	1	1	5	0	0	2	0	0	1	1
4401161	1	0	0	7	0	3	4	7	3	4	6	0	0	0	8	1	0	0	1	1
72607	9	4	0	1	0	1	4	4	4	0	0	14	2	0	1	0	2	0	0	0
222554	0	0	0	4	0	8	4	3	0	2	1	0	0	0	2	6	4	0	10	2
727894	0	0	0	5	0	9	2	14	2	1	2	0	1	0	0	8	0	1	1	0
New.ReferenceOTU48050	0	0	0	3	0	5	7	12	7	6	4	0	0	0	0	1	0	0	1	0
New.ReferenceOTU10432	1	0	1	6	3	2	1	3	0	3	1	1	0	0	6	16	1	0	1	0
New.ReferenceOTU49102	2	0	0	3	5	3	1	0	0	3	1	1	0	3	1	7	5	8	1	2
New.ReferenceOTU53965	0	0	0	0	0	2	10	8	3	1	6	8	3	0	0	0	1	2	0	2
New.ReferenceOTU26121	0	0	0	1	0	2	1	3	1	1	3	19	15	0	0	0	0	0	0	0
New.ReferenceOTU14167	0	0	0	0	0	1	1	4	1	5	1	24	2	0	0	6	0	0	0	1
New.ReferenceOTU17413	0	0	0	2	1	5	6	1	3	4	3	10	1	2	1	0	3	0	2	2
325206	0	1	0	0	0	5	5	9	8	5	2	2	0	1	1	0	1	1	1	3
585708	0	0	0	3	0	0	0	0	0	1	0	0	0	0	7	16	7	10	1	0
New.ReferenceOTU55435	1	1	2	0	2	0	0	1	2	2	4	0	0	1	6	0	4	0	13	6
270724	12	19	0	3	0	1	0	0	1	1	1	1	2	0	1	0	0	1	0	2
New.ReferenceOTU36963	0	0	0	10	0	2	1	2	6	1	2	0	7	9	3	0	0	2	0	0
101445	0	0	0	1	0	20	1	5	3	1	0	0	1	0	0	5	1	2	2	3
New.ReferenceOTU52597	0	0	0	4	0	8	3	11	7	2	2	2	0	2	0	0	0	1	3	0
1142119	0	0	2	3	21	2	2	1	4	0	1	0	1	0	5	3	0	0	0	0
832166	0	0	0	4	0	13	2	4	2	1	1	5	3	1	0	5	1	0	2	1
New.ReferenceOTU53689	0	0	0	0	0	7	3	1	7	4	8	2	9	0	1	1	1	0	0	1
4434334	15	0	8	2	7	0	0	0	0	0	0	1	0	1	2	7	0	0	0	2
New.ReferenceOTU54252	0	0	0	7	0	4	5	6	2	2	5	1	4	3	0	2	1	1	1	1
New.ReferenceOTU33422	0	1	0	1	1	1	2	1	6	4	4	3	6	0	1	0	7	1	3	3
New.ReferenceOTU1418	0	0	0	1	0	5	3	8	0	6	8	3	1	0	4	1	0	1	4	0
New.ReferenceOTU15511	0	0	0	5	0	1	9	13	1	11	4	0	0	0	0	0	0	0	1	0
New.ReferenceOTU5103	15	0	9	0	7	2	2	1	0	0	0	0	0	0	3	3	0	3	0	0
New.ReferenceOTU44141	0	0	0	3	0	4	4	4	1	6	8	4	3	2	1	3	1	0	1	0
1013213	0	0	0	0	0	8	2	6	8	0	3	3	1	0	1	0	1	1	2	8
New.ReferenceOTU19398	0	9	0	0	0	1	0	0	1	0	2	0	2	4	9	13	0	2	1	0
4378898	0	0	0	3	0	5	2	3	1	5	2	0	0	0	5	11	0	0	4	3
4456312	2	0	0	1	0	0	0	1	2	4	1	1	0	0	0	4	1	2	5	20
319272	0	0	0	7	0	2	7	8	8	5	3	0	0	0	0	4	0	0	0	0
621287	0	4	0	1	0	0	0	0	8	0	1	0	1	1	0	0	10	10	5	3
New.ReferenceOTU6578	0	0	0	2	0	21	4	0	0	0	4	1	3	0	1	1	4	2	1	0
1013234	3	3	2	6	0	2	0	0	15	0	0	5	6	1	0	0	0	0	1	0
4328906	0	2	0	4	0	9	2	1	12	0	2	3	1	2	2	0	1	2	1	0
New.ReferenceOTU26696	0	0	0	0	0	2	8	5	3	1	4	0	0	0	3	0	0	1	12	5
New.ReferenceOTU31679	0	1	0	0	0	2	2	0	3	2	6	2	7	0	3	1	9	1	4	1
New.ReferenceOTU28361	0	0	0	0	0	4	12	17	1	2	3	3	0	0	0	0	0	0	2	0
New.ReferenceOTU15562	0	0	0	2	0	3	1	7	1	1	1	19	8	0	0	0	1	0	0	0
New.ReferenceOTU51921	0	0	0	1	0	2	6	11	4	9	8	0	0	0	0	0	0	0	3	0
New.ReferenceOTU8195	0	0	1	1	0	0	1	1	0	1	1	0	19	5	0	9	0	4	0	1
New.ReferenceOTU11007	0	0	0	1	0	1	4	15	3	14	6	0	0	0	0	0	0	0	0	0
4111963	0	0	1	6	0	4	0	2	0	1	4	3	1	1	1	5	1	0	3	10
New.ReferenceOTU20212	2	2	1	1	1	2	2	2	2	1	1	1	1	0	3	1	2	4	6	8
809437	16	6	1	1	0	0	1	0	5	1	1	0	7	0	1	1	0	0	0	2
119515	2	1	0	2	0	7	3	3	2	1	4	2	4	1	3	0	3	1	2	2
New.ReferenceOTU57162	0	0	0	0	0	4	10	10	4	3	1	3	1	0	0	0	0	0	6	1
321409	3	2	7	3	4	1	1	2	0	0	0	0	0	4	0	1	2	2	0	11
549030	0	0	0	1	0	2	3	1	4	0	2	5	1	3	4	1	5	6	3	2
826124	0	0	0	1	0	1	6	5	4	6	4	3	4	0	0	0	1	0	1	7
New.ReferenceOTU32909	0	0	1	6	0	2	3	4	1	10	3	0	0	0	4	3	0	0	2	4
New.ReferenceOTU24110	5	0	9	1	18	0	2	0	0	0	0	0	0	0	4	0	0	0	4	0
22466	4	0	0	8	0	1	0	0	14	0	0	7	4	0	0	1	0	1	0	3
4352242	13	5	17	0	3	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0
New.ReferenceOTU9575	0	0	0	0	1	0	0	2	0	0	0	0	0	0	9	16	6	7	2	0
New.ReferenceOTU8541	0	0	7	0	5	0	2	0	1	0	0	1	1	0	8	0	9	1	5	3
New.ReferenceOTU54118	0	0	4	1	0	1	0	0	0	1	2	0	2	11	0	6	2	8	1	4
New.ReferenceOTU11204	0	0	0	0	1	5	7	4	0	2	2	2	1	6	0	8	0	1	1	3
New.ReferenceOTU24459	0	0	0	2	0	7	5	5	1	4	1	1	0	2	0	5	0	1	3	6
New.ReferenceOTU29652	0	0	0	3	0	9	3	3	2	8	2	2	1	4	0	1	2	0	3	0
New.ReferenceOTU3384	0	0	0	3	0	22	2	7	0	3	4	0	0	0	0	1	0	1	0	0
252876	1	6	0	3	3	1	0	0	3	1	0	0	1	0	0	1	12	1	4	5
4254478	0	0	0	9	0	8	6	4	8	1	2	0	0	1	1	0	0	1	1	0
788929	0	0	0	0	0	1	1	4	2	1	2	1	0	2	12	7	0	0	5	4
4464735	0	0	0	0	0	0	0	2	6	0	1	1	3	7	0	0	0	0	0	22
New.ReferenceOTU44290	2	0	9	4	5	2	3	2	1	0	2	1	0	0	5	0	0	4	0	2
New.ReferenceOTU35653	0	1	7	6	3	0	0	0	8	0	1	1	7	1	3	1	0	0	0	3
New.ReferenceOTU23856	0	0	0	3	0	8	3	2	2	2	6	1	2	0	5	0	0	0	4	4
4322320	4	3	1	1	0	0	1	0	1	0	0	0	4	0	23	3	0	0	1	0
New.ReferenceOTU8976	0	0	0	0	0	11	4	3	1	3	3	0	3	0	3	2	4	1	4	0
New.ReferenceOTU53017	4	4	4	0	23	0	0	0	1	0	0	0	0	0	2	0	0	0	2	2
New.ReferenceOTU21628	0	0	0	0	0	2	0	0	13	1	3	0	0	0	2	0	0	1	19	1
New.ReferenceOTU23157	0	0	4	0	7	2	0	0	0	0	0	1	0	5	3	1	2	4	9	4
New.ReferenceOTU3580	1	0	0	8	1	0	1	3	3	4	2	4	3	2	1	8	0	0	0	1
New.ReferenceOTU53186	2	0	14	1	7	0	1	1	0	0	1	1	0	0	5	5	0	1	0	3
77560	0	3	1	0	0	0	0	0	0	0	0	0	0	0	10	8	1	11	6	2
New.ReferenceOTU7094	1	0	1	1	2	0	0	1	3	1	6	1	7	4	1	0	6	4	3	0
New.ReferenceOTU52178	0	0	0	0	0	0	0	0	0	0	0	1	2	28	0	0	2	2	7	0
New.ReferenceOTU8735	8	0	11	0	18	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0
New.ReferenceOTU51532	0	0	0	7	0	2	11	10	4	5	3	0	0	0	0	0	0	0	0	0
New.ReferenceOTU23951	0	0	0	1	0	1	0	0	0	0	0	0	0	0	9	14	11	4	2	0
New.ReferenceOTU12019	0	0	3	0	1	2	3	3	0	0	2	1	1	1	4	2	10	3	6	0
305406	0	0	0	0	0	11	13	2	8	2	3	0	0	0	0	0	1	1	0	1
843964	0	0	0	8	0	4	2	4	1	4	0	0	0	1	7	9	0	0	1	0
4365168	0	6	1	1	1	1	1	0	1	0	2	1	2	1	2	0	0	0	0	21
